RUN	dechates6a2.DechatTestSimulation	dechattestsimulation	1556216953890	 	3.1.1
USER	DeChat-ES-6A-II-Performance-Test	1	START	1556216955168	1556216955168
REQUEST	1		Unexistent folder	1556216955217	1556216955417	OK	 
REQUEST	1		Unexistent Videos	1556216955446	1556216955506	OK	 
REQUEST	1		Unexistent Images	1556216955507	1556216955694	OK	 
REQUEST	1		Unexistent Images Redirect 1	1556216955705	1556216955768	OK	 
REQUEST	1		Unexistent Images Redirect 2	1556216955768	1556216955798	OK	 
REQUEST	1		Home View	1556216955799	1556216955827	OK	 
REQUEST	1		Home View Redirect 1	1556216955828	1556216955858	OK	 
REQUEST	1		icon.png	1556216955962	1556216956488	OK	 
REQUEST	1		broken.gif	1556216956491	1556216956559	OK	 
REQUEST	1		coffee.gif	1556216956560	1556216956823	OK	 
REQUEST	1		D.gif	1556216956824	1556216957716	OK	 
REQUEST	1		awklaugh.gif	1556216955965	1556216958660	OK	 
REQUEST	1		angry.gif	1556216955964	1556216959090	OK	 
REQUEST	1		angel.gif	1556216955964	1556216959234	OK	 
REQUEST	1		aja.gif	1556216955963	1556216959424	OK	 
REQUEST	1		212328-200.png	1556216955965	1556216959490	OK	 
REQUEST	1		ale.gif	1556216955963	1556216959494	OK	 
REQUEST	1		?u=http%3A%2F%2F1d4chan.org%2Fimages%2Fthumb%2F6%2F6f%2FSturnn.JPG%2F300px-Sturnn.JPG&f=1	1556216956075	1556216959525	OK	 
REQUEST	1		css?family=Allerta Stencil	1556216956159	1556216959572	OK	 
REQUEST	1		dance.gif	1556216957716	1556216959725	OK	 
REQUEST	1		rwi-12-512.png	1556216956241	1556216959746	OK	 
REQUEST	1		doubt.gif	1556216958661	1556216959749	OK	 
REQUEST	1		grazy.gif	1556216959091	1556216959821	OK	 
REQUEST	1		idk.gif	1556216959235	1556216959845	OK	 
REQUEST	1		jaja.gif	1556216959425	1556216959849	OK	 
REQUEST	1		jajano.gif	1556216959495	1556216959865	OK	 
REQUEST	1		cam-camera-record-video-film-movie-round-512.png	1556216956377	1556216959878	OK	 
REQUEST	1		jiji.gif	1556216959726	1556216959881	OK	 
REQUEST	1		n1.gif	1556216959821	1556216959887	OK	 
REQUEST	1		lmao.gif	1556216959749	1556216959889	OK	 
REQUEST	1		npc.gif	1556216959846	1556216959905	OK	 
REQUEST	1		popcorn.gif	1556216959850	1556216959910	OK	 
REQUEST	1		sadpepe.gif	1556216959882	1556216959964	OK	 
REQUEST	1		sing.gif	1556216959890	1556216959968	OK	 
REQUEST	1		sidra.gif	1556216959888	1556216959977	OK	 
REQUEST	1		sniper.gif	1556216959911	1556216959979	OK	 
REQUEST	1		smugpepe.gif	1556216959906	1556216959980	OK	 
REQUEST	1		srsly.gif	1556216959965	1556216960025	OK	 
REQUEST	1		yesyes2.gif	1556216959981	1556216960027	OK	 
REQUEST	1		wink.gif	1556216959978	1556216960028	OK	 
REQUEST	1		thumbsup.gif	1556216959968	1556216960029	OK	 
REQUEST	1		worship.gif	1556216959979	1556216960030	OK	 
REQUEST	1		yesyes3.gif	1556216960026	1556216960099	OK	 
REQUEST	1		youwhat.gif	1556216960028	1556216960100	OK	 
REQUEST	1		remove.gif	1556216959866	1556216961022	OK	 
REQUEST	1		request_3	1556217009007	1556217009134	OK	 
REQUEST	1		css?family=Open+Sans:300,300italic,400,400italic,600,600italic%7CNoto+Serif:400,400italic,700,700italic%7CDroid+Sans+Mono:400,700	1556217009183	1556217009544	OK	 
REQUEST	1		LogoASW.png	1556217009155	1556217009662	OK	 
REQUEST	1		BBLevel2Repository.png	1556217009182	1556217011541	OK	 
REQUEST	1		Technical%20Context.png	1556217009181	1556217011543	OK	 
REQUEST	1		BBLevel1.png	1556217009181	1556217011632	OK	 
REQUEST	1		BBLevel2Service.png	1556217009182	1556217011969	OK	 
REQUEST	1		DeploymentView.png	1556217011632	1556217012437	OK	 
REQUEST	1		Business%20Context.png	1556217009156	1556217012795	OK	 
REQUEST	1		loginProcess.png	1556217011542	1556217012904	OK	 
REQUEST	1		userJourney.png	1556217009182	1556217012951	OK	 
REQUEST	1		sendMessages.png	1556217011543	1556217012976	OK	 
REQUEST	1		concepts.png	1556217011970	1556217013023	OK	 
REQUEST	1		DesDesicions.png	1556217012438	1556217013034	OK	 
REQUEST	1		problems.png	1556217012905	1556217013288	OK	 
REQUEST	1		qualityTree.png	1556217012797	1556217013404	OK	 
USER	DeChat-ES-6A-II-Performance-Test	1	END	1556216955168	1556217013412
